1511.5,1538,1580,1595,1694.5,1725,1815,1860,5975,6070,6300,6385,565,565.5,590,5385,5400,5510,1074,1097.5,1163,1190,1366,1390,1480
1459.5,1488.5,1545,1568,1650.5,1681,1780,1835,5710,5810,6030,6115,545,555,578,5405,5370,5490,1049,1074,1140,1165,1331,1354,1440
1457,1486,1538,1560,1656,1686,1785,1840,5680,5775,6010,6120,549,555,578,5340,5340,5460,1061,1081,1148,1185,1335,1355,1440
1479,1503.5,1548,1568,1667,1697,1790,1840,5735,5840,6075,6185,571,573.5,595,5305,5310,5425,1078,1101,1167,1202,1345,1365,1455
1465.5,1490,1540,1557,1645,1675,1765,1820,5695,5785,6015,6125,580,582,603,5260,5260,5375,1088.5,1110,1173,1208,1330,1350,1440
1444.5,1473,1528,1548,1629,1660,1755,1805,5570,5675,5920,6025,548,554,578,5135,5170,5285,1047,1073,1135,1170,1305,1335,1420
1459.5,1486,1540,1562,1642,1672,1765,1815,5580,5680,5930,6050,543,548,567,5145,5170,5300,1059,1083,1143,1180,1315,1333,1420
1476,1501,1555,1578,1681,1711,1795,1850,5575,5690,5935,6055,531,536,553,5175,5200,5330,1108.5,1132,1193,1227,1315,1345,1430
1455,1482,1538,1568,1657,1686.5,1775,1825,5495,5615,5855,5965,498,505,525,5095,5120,5265,1066,1093,1150,1185,1305,1332,1420
1494,1518.5,1568,1590,1709.5,1736,1815,1865,5480,5585,5815,5910,520,524.5,540,5155,5175,5305,1104.5,1128,1180,1215,1331,1356,1440
1477,1497.5,1548,1573,1683,1708,1790,1835,5395,5495,5725,5820,504,514,532,5090,5140,5265,1093.5,1116,1168,1198,1330,1350,1435
1480.5,1507.5,1560,1587,1677,1705,1790,1835,5330,5420,5660,5760,510,519,540,5120,5155,5285,1108.5,1133,1183,1213,1339,1360,1445
1481.5,1506.5,1560,1587,1693,1724,1805,1850,5370,5470,5710,5810,534.5,538,565,5155,5200,5330,1134,1157,1192,1218,1328,1355,1440
1500,1518,1568,1592,1689.5,1719,1795,1845,5290,5385,5620,5715,520,525,553,5185,5225,5355,1117,1141,1173,1193,1336,1358,1440
1514,1530.5,1575,1597,1709,1739,1810,1855,5500,5590,5825,5920,526,531,558,5230,5265,5390,1142,1167,1200,1218,1348,1370,1450
1518.5,1535.5,1572,1590,1739,1769,1835,1865,5400,5500,5730,5830,518,524,553,5190,5230,5350,1143,1164,1195,1213,1336,1360,1440
1507,1525,1565,1583,1724.5,1755,1820,1855,5235,5335,5565,5660,517,525,553,5175,5225,5350,1128,1151,1180,1200,1326,1348,1430
1518.5,1539,1573,1588,1751,1783,1850,1885,5230,5325,5555,5650,519,526,553,5205,5240,5350,1133.5,1157,1183,1200,1336.5,1359,1440
1508.5,1528.5,1563,1578,1731.5,1760,1830,1870,5305,5390,5625,5720,517.5,527,555,5180,5215,5335,1106,1131.5,1165,1183,1328,1350,1430
1515,1535,1573,1588,1740,1768,1835,1870,5340,5435,5665,5760,515.5,525,555,5195,5225,5345,1103,1127,1160,1180,1332,1358,1435
1507,1526.5,1563,1578,1734.5,1761,1835,1870,5425,5500,5735,5830,524.5,537,570,5145,5195,5320,1102,1127,1167,1185,1330.5,1355,1440
1503.5,1523.5,1560,1573,1708,1733,1810,1845,5390,5480,5720,5815,516.5,528,560,5170,5210,5325,1069.5,1095,1140,1160,1319.5,1347,1430
1491.5,1515.5,1562,1577,1681.5,1708,1790,1830,5300,5390,5640,5760,520.5,533,565,5220,5260,5375,1073.5,1097,1145,1163,1317.5,1340,1425
1503.5,1525,1570,1580,1698.5,1724,1805,1845,5430,5515,5760,5865,530,540.5,563,5265,5285,5390,1087.5,1111.5,1158,1177,1326.5,1349,1435
1498.5,1521,1568,1582,1686.5,1711,1790,1830,5440,5530,5775,5865,530,542,565,5270,5295,5400,1084,1108,1155,1175,1322.5,1350,1435
1485,1506,1557,1570,1670,1694,1780,1825,5495,5575,5820,5915,521.5,534,557,5255,5275,5380,1059,1082.5,1132,1150,1314,1339,1425
1485,1506,1557,1570,1667.5,1692,1780,1830,5470,5565,5805,5900,514,526.5,550,5250,5280,5380,1054,1080.5,1132,1155,1312,1340,1425
1481,1499,1550,1562,1678,1703.5,1790,1840,5550,5640,5880,5975,512.5,527,550,5255,5290,5390,1061,1087,1138,1162,1313,1338,1425
1499,1511.5,1560,1570,1691,1715,1800,1850,5630,5750,5990,6085,508,521,550,5290,5320,5425,1051.5,1076,1133,1155,1305,1329,1415
1493.5,1506.5,1555,1567,1677,1703,1785,1835,5580,5665,5900,6000,507.5,523,557,5185,5215,5320,1055.5,1080,1137,1167,1297,1322,1410
1483.5,1498,1550,1565,1665,1691,1775,1830,5480,5580,5825,5920,503,518.5,555,5165,5200,5310,1027.5,1051,1115,1152,1295,1320,1405
1442,1460.5,1522,1538,1650.5,1678,1765,1815,5320,5420,5670,5765,503.5,518,557,5185,5210,5310,1016,1042,1112,1150,1286,1312,1395
1448.5,1464,1523,1542,1638.5,1666,1755,1810,5325,5420,5675,5780,506,523,560,5280,5300,5400,1022,1047,1118,1155,1274,1303,1385
1437,1452,1518,1543,1643,1671.5,1760,1810,5375,5465,5720,5830,508,523,560,5270,5300,5395,1016.5,1038.5,1110,1147,1270,1294,1385
1441,1457,1518,1540,1647,1673,1755,1810,5405,5495,5750,5860,505.5,519.5,553,5300,5325,5420,1013,1039,1108,1145,1274,1299,1395
1415.5,1434,1497,1532,1623,1649,1730,1785,5330,5420,5685,5805,498.5,514,548,5260,5275,5370,1002.5,1027.5,1098,1137,1254,1281,1375
1416,1434.5,1498,1535,1596,1623.5,1710,1770,5250,5345,5615,5745,504,519,555,5265,5280,5375,1008,1033,1103,1140,1253,1281,1375
1418.5,1436,1498,1535,1606.5,1633,1720,1780,5200,5295,5560,5690,530.5,540,568,5255,5275,5370,1022.5,1048,1117,1153,1251.5,1280.5,1370
1427.5,1444,1507,1540,1654,1677.5,1760,1810,5145,5240,5505,5635,536,543,560,5245,5260,5355,1027,1051,1120,1158,1253,1279,1370
1442,1458,1518,1548,1680,1701,1780,1830,5250,5340,5605,5735,547.5,552.5,567,5320,5330,5405,1027.5,1052,1123,1160,1264,1291,1380
1446,1460,1523,1553,1668,1692,1775,1825,5255,5350,5625,5755,539.5,545.5,562,5315,5320,5405,1029,1056,1128,1165,1270,1297,1395
1459.5,1474.5,1533,1562,1735,1758,1830,1875,5320,5420,5680,5815,547.5,554.5,573,5455,5450,5525,1036.5,1062,1133,1167,1281,1307,1400
1439,1455,1518,1548,1715.5,1739,1815,1860,5220,5310,5575,5710,533,539,555,5415,5410,5475,1014.5,1042,1112,1148,1271,1298,1395
1447.5,1463,1530,1563,1762,1785,1840,1880,5420,5515,5775,5905,570.5,566,568,5445,5440,5500,1037,1063,1132,1168,1265,1292,1385
1434.5,1451.5,1520,1557,1754.5,1776,1835,1865,5385,5480,5755,5910,551,550,562,5445,5445,5510,1040,1066,1135,1170,1258,1282.5,1375
1422.5,1444,1517,1558,1757.5,1779,1835,1865,5365,5460,5730,5885,558.5,558.5,565,5510,5500,5565,1016,1041,1108,1143,1246,1275.5,1370
1423.5,1447.5,1520,1563,1743,1766,1825,1855,5340,5435,5710,5865,550.5,553,562,5540,5530,5590,1015.5,1042,1105,1140,1247,1276,1370
1458,1478,1540,1575,1775,1794,1845,1875,5405,5495,5770,5925,549,554,553,5480,5475,5540,1021.5,1046.5,1103,1133,1274,1302,1395
1447,1464,1528,1567,1754.5,1776,1830,1860,5305,5420,5690,5850,543,548,553,5365,5360,5430,1019,1044,1103,1135,1258,1287,1380
1453.5,1471,1538,1580,1806,1827,1865,1890,5390,5475,5745,5900,566,559,552,5470,5430,5475,1036,1059.5,1112,1143,1265,1291,1385
1439,1460,1528,1568,1787,1813,1855,1880,5365,5460,5735,5890,556,554,547,5480,5450,5495,1032,1058,1113,1143,1258,1290,1380
1450,1474.5,1540,1580,1793,1819,1850,1875,5505,5595,5870,6025,561,559,553,5460,5430,5480,1068.5,1094,1138,1165,1297,1322,1415
1437.5,1463,1527,1568,1758,1786,1825,1855,5440,5535,5810,5965,552,554,548,5450,5425,5480,1054,1080,1127,1153,1299,1324,1405
1431.5,1458.5,1522,1560,1742.5,1768.5,1815,1850,5375,5465,5740,5895,566,562,555,5450,5440,5495,1043.5,1069,1117,1143,1294,1320,1400
1431,1459,1525,1568,1741.5,1768,1810,1840,5420,5510,5780,5935,558,557,548,5445,5440,5495,1041,1066.5,1115,1140,1272,1300,1380
1419.5,1446.5,1513,1558,1743.5,1769,1810,1840,5460,5555,5830,5990,569.5,569,562,5510,5495,5550,1052,1076.5,1125,1150,1258,1288,1370
1432,1460,1527,1573,1750,1777,1815,1845,5495,5595,5870,6030,564,563.5,553,5500,5480,5535,1057.5,1084.5,1130,1153,1275,1305,1385
1445.5,1473,1538,1583,1738,1766,1805,1830,5515,5615,5880,6040,568,569,557,5470,5460,5510,1085.5,1111,1155,1180,1292,1316,1395
1440,1465.5,1530,1577,1728,1753.5,1800,1830,5425,5525,5795,5955,575,575,563,5490,5485,5470,1073,1099,1142,1165,1277,1303,1380
1431,1456,1522,1565,1728,1755,1805,1840,5420,5520,5790,5950,584,580.5,563,5600,5575,5545,1092,1115.5,1158,1182,1276,1303,1375
1425.5,1453,1520,1563,1730,1757,1810,1840,5415,5515,5785,5945,577,575.5,560,5565,5550,5525,1091,1114,1155,1178,1270,1300,1375
1423,1450,1515,1560,1745,1771.5,1820,1850,5535,5640,5905,6070,577,577,560,5630,5610,5575,1093,1116,1155,1180,1272,1301,1375
1418,1446,1520,1562,1749,1775,1830,1860,5485,5590,5870,6030,574.5,575,560,5670,5635,5605,1075.5,1098,1140,1163,1273,1300,1375
1381,1407,1492,1540,1691.5,1719,1785,1820,5355,5445,5725,5885,574,574,560,5685,5640,5605,1078.5,1102,1143,1168,1253,1277,1350
1379,1406,1488,1535,1697,1721,1785,1825,5330,5420,5700,5860,590,585.5,565,5770,5645,5605,1105,1126,1163,1187,1257,1283,1360
1389,1415.5,1498,1545,1696,1717,1775,1810,5270,5360,5640,5800,615,599,575,5710,5670,5630,1099,1121.5,1160,1183,1258,1288,1365
1398,1425.5,1507,1553,1695,1718,1775,1805,5285,5385,5675,5845,584,587.5,570,5680,5620,5600,1111,1133,1168,1192,1287,1308,1385
1396,1426,1503,1545,1723,1740,1780,1810,5355,5450,5730,5905,581,581,570,5615,5570,5545,1116,1138,1170,1195,1282,1310,1385
1406,1435,1512,1557,1740,1753,1785,1810,5280,5380,5660,5835,581,582,570,5640,5610,5565,1118.5,1140.5,1168,1190,1292,1315,1390
1418.5,1449,1520,1563,1789,1801,1815,1825,5345,5460,5740,5915,579.5,585.5,573,5660,5625,5580,1118,1141.5,1167,1190,1276,1307,1380
1438,1467,1535,1580,1856,1851,1805,1785,5475,5570,5840,6015,574,582.5,572,5670,5620,5560,1115.5,1140,1167,1190,1295,1322,1395
1426,1455,1527,1570,1868,1865,1830,1825,5440,5535,5810,5985,571,577,572,5630,5590,5550,1094,1118,1153,1178,1289,1318,1395
1416,1445.5,1518,1562,1821,1831,1830,1830,5330,5415,5690,5860,572,578,575,5615,5565,5525,1091,1115,1148,1173,1287,1316,1390
1411.5,1439.5,1517,1563,1826,1839,1830,1825,5355,5450,5735,5905,566,574,570,5635,5575,5530,1078,1104,1140,1165,1275,1306,1380
1419,1450,1523,1568,1855,1865,1840,1835,5370,5465,5735,5910,564,573.5,573,5675,5625,5580,1085,1111,1153,1183,1279,1307,1380
1440,1467,1533,1573,1880,1890,1840,1825,5480,5585,5850,6015,572,581,582,5735,5665,5620,1103.5,1129.5,1170,1200,1298,1328,1400
1444,1471.5,1537,1577,1854.5,1869,1830,1815,5410,5510,5770,5935,569.5,579,580,5755,5665,5625,1102.5,1128.5,1170,1200,1300,1330,1400
1450.5,1475,1538,1572,1871,1884.5,1840,1820,5490,5590,5855,6020,567,578,582,5830,5735,5685,1101,1127.5,1168,1198,1310,1335.5,1405
1425.5,1452,1517,1552,1836,1849,1805,1785,5400,5505,5770,5935,561,574,578,5785,5690,5640,1091.5,1117,1158,1188,1288,1318,1390
1449,1472.5,1532,1565,1862.5,1874,1810,1785,5460,5565,5825,5990,561,575,580,5840,5730,5675,1098,1125,1168,1198,1305,1333,1405
1440,1465.5,1520,1550,1855,1865,1810,1780,5475,5575,5835,5995,549.5,563.5,567,5835,5730,5675,1088,1113,1155,1185,1307,1331.5,1400
1427,1452,1510,1545,1852.5,1863,1810,1775,5545,5645,5905,6065,547,563,570,5860,5750,5660,1069.5,1094,1138,1168,1299,1323,1395
1408,1434.5,1498,1533,1829,1843,1795,1770,5460,5555,5825,5985,542,555.5,568,5835,5730,5635,1080,1107,1153,1183,1295,1315,1390
1414,1441,1503,1543,1853,1867,1810,1775,5460,5560,5805,5945,549.5,565,578,5820,5735,5635,1096,1122,1165,1195,1291,1315,1385
1413.5,1440.5,1500,1538,1847.5,1858.5,1800,1770,5395,5485,5735,5870,548.5,564,577,5835,5760,5665,1100,1126,1168,1198,1290,1310,1385
1388,1412,1487,1530,1781,1792,1755,1740,5270,5370,5610,5745,546.5,561,573,5770,5715,5620,1082.5,1108,1150,1180,1272,1295,1370
1377,1401,1472,1513,1780,1789,1760,1745,5330,5420,5650,5790,541,557,570,5830,5745,5655,1086,1109.5,1150,1180,1270,1290,1380
1370,1396,1465,1507,1772,1781,1750,1745,5200,5305,5535,5660,538,553,567,5810,5740,5645,1087.5,1113,1152,1177,1264,1285,1375
1362.5,1389.5,1470,1515,1745,1757,1735,1730,5010,5100,5330,5460,531.5,547,567,5800,5720,5630,1069,1094,1135,1160,1266,1285,1350
1359,1387.5,1468,1512,1723.5,1741,1730,1735,4930,5035,5270,5400,531.5,547,568,5785,5720,5630,1066,1092.5,1133,1158,1261,1281,1345
1352.5,1380.5,1458,1498,1748,1760.5,1745,1745,4990,5080,5310,5440,531,546.5,565,5815,5720,5515,1058,1083,1128,1155,1268,1285,1350
1355,1383,1460,1500,1748,1761.5,1745,1735,4920,5020,5235,5360,533,547.5,568,5970,5880,5675,1057.5,1083.5,1128,1155,1250,1271,1335
1335.5,1365,1453,1495,1687,1702,1705,1700,4770,4860,5075,5200,530,547,570,6010,5925,5715,1040,1065.5,1112,1145,1235,1256,1320
1339,1368.5,1455,1500,1646.5,1667,1695,1700,4800,4880,5095,5220,538,553.5,575,5950,5865,5665,1043.5,1070,1125,1158,1227,1245,1320
1359.5,1390,1473,1518,1696,1713,1730,1730,4840,4925,5135,5265,546.5,560.5,580,5920,5865,5650,1052,1077.5,1133,1165,1263,1278,1355
1366,1390.5,1473,1518,1682,1702,1720,1720,4825,4905,5115,5240,551.5,565,585,5910,5850,5635,1045,1070.5,1128,1162,1265,1274,1350
1376,1401,1478,1520,1687,1704,1720,1720,4810,4865,5070,5200,560,570.5,588,5900,5855,5650,1049,1074,1132,1165,1268,1275,1350
1340,1368.5,1448,1493,1643,1661,1685,1690,4820,4890,5095,5220,553.5,565.5,583,5915,5865,5660,1020,1044.5,1103,1137,1259,1265,1335
1335.5,1365,1450,1498,1652.5,1670,1705,1715,4790,4875,5075,5200,549,559,575,5945,5870,5665,1023,1048,1113,1155,1239,1240,1315
1344.5,1373,1460,1508,1712,1728,1750,1760,4955,5045,5245,5370,554,567,580,5930,5875,5670,1053,1078,1140,1177,1285,1258,1330
1342,1371,1458,1507,1685,1703,1725,1735,4865,4955,5145,5275,551,562,575,5870,5795,5595,1053,1078.5,1140,1178,1272,1260,1325
1336.5,1366,1453,1503,1695.5,1711,1740,1750,4860,4940,5135,5255,547,560.5,573,5860,5810,5620,1041,1067,1133,1165,1260,1255,1315
1319,1348.5,1442,1488,1666.5,1684,1715,1730,4575,4670,4870,4995,543,556.5,568,5910,5820,5665,1025,1051,1115,1153,1245,1231,1300
1325.5,1355,1450,1498,1653,1672,1715,1735,4580,4650,4855,4980,538,551.5,563,5995,5890,5735,1025.5,1051.5,1117,1153,1237,1239,1310
1333.5,1361,1453,1500,1668,1685,1720,1735,4545,4635,4840,4965,527.5,538,550,6035,5960,5805,1022,1049,1113,1150,1232,1240,1315
1326,1354.5,1443,1493,1684,1698,1725,1740,4585,4650,4855,4980,534,544.5,565,6060,5975,5790,1036,1060,1122,1158,1218,1230,1300
1309.5,1339.5,1435,1487,1668,1680,1710,1720,4575,4630,4830,4955,527,540.5,560,6075,5985,5795,1001,1027,1090,1127,1235,1230,1300
1316,1345.5,1435,1485,1708,1714,1735,1740,4610,4690,4885,5010,535,547.5,568,6250,6075,5870,1017,1041.5,1103,1140,1250,1236,1305
1302.5,1331.5,1423,1473,1671,1679,1700,1710,4530,4605,4800,4925,530,544,565,6150,6025,5825,1003.5,1028,1088,1123,1230,1230,1300
1308,1336.5,1425,1468,1695,1703,1710,1725,4505,4545,4735,4865,530,543,568,6210,6080,5885,1009,1033,1090,1122,1221,1228,1295
