1304,1333.5,1430,1475,1680,1688.5,1705,1720,4480,4535,4725,4850,527,540.5,565,6260,6150,5955,1001.5,1026,1083,1115,1228,1224,1285
1279,1308.5,1403,1452,1658,1668,1690,1705,4320,4430,4615,4740,519,534.5,560,6205,6095,5900,995,1021,1080,1110,1211.5,1210,1270
1285.5,1317.5,1410,1452,1631,1645,1675,1700,4385,4435,4625,4750,516,532,558,6165,6060,5875,995,1021,1080,1112,1215,1213,1275
1311,1342,1437,1485,1653.5,1665,1695,1720,4445,4490,4680,4800,526.5,542,568,6105,5995,5820,1016,1040.5,1100,1130,1220,1215,1280
1317,1347.5,1443,1490,1671,1678,1705,1725,4440,4510,4695,4815,527,542,567,5985,5910,5735,1014,1040.5,1100,1130,1229,1225,1290
1310.5,1339,1437,1487,1651,1662,1685,1715,4375,4455,4640,4760,519,534,560,5680,5625,5560,1004.5,1030,1090,1118,1215,1215,1285
1312,1341,1437,1485,1654,1665.5,1685,1715,4380,4455,4630,4730,521,538,563,5740,5670,5605,1008,1036,1098,1127,1218,1220,1290
1315.5,1345.5,1440,1488,1665.5,1678,1695,1720,4455,4495,4670,4785,523,538,563,5745,5685,5620,1018,1042,1102,1128,1215,1217,1285
1300.5,1331,1425,1475,1641,1657,1675,1700,4415,4490,4670,4780,522.5,538,563,5760,5695,5635,1006.5,1033,1092,1112,1219,1210.5,1280
1294,1324,1423,1475,1641.5,1654,1675,1700,4460,4540,4715,4830,522.5,539,565,5855,5775,5710,1000,1026,1082,1100,1220,1210,1280
1293,1321.5,1418,1470,1636,1649,1670,1695,4385,4450,4625,4735,522,538,565,5955,5845,5780,1004.5,1029,1090,1105,1218,1208,1275
1283.5,1313.5,1410,1458,1621,1636,1660,1685,4340,4410,4595,4700,521,535,562,5730,5630,5565,984,1007,1070,1085,1220,1201,1270
1285,1315,1410,1458,1619,1636,1660,1685,4285,4360,4540,4655,545,546,572,5610,5490,5440,989,1015,1075,1092,1216,1206,1275
1291,1318,1415,1460,1623,1640.5,1670,1695,4270,4350,4545,4650,557.5,556,578,5670,5550,5495,989,1012,1073,1088,1210,1200,1280
1268.5,1297,1400,1447,1595,1609,1645,1675,4245,4295,4500,4610,554,545.5,565,5605,5470,5410,996,1021,1088,1105,1180,1175.5,1260
1270,1298.5,1403,1452,1593,1611,1650,1680,4190,4245,4455,4580,572.5,549,568,5570,5455,5390,998,1022.5,1090,1107,1178,1169,1255
1261,1291,1395,1445,1591,1607,1645,1675,4270,4305,4520,4650,563,540.5,562,5650,5505,5445,1015,1041,1107,1123,1185,1170,1270
1265.5,1294,1395,1443,1595,1611,1650,1680,4220,4275,4485,4620,536,527,553,5720,5555,5490,1000,1026.5,1093,1110,1195,1180,1280
1265,1294,1395,1445,1592.5,1611,1655,1685,4165,4220,4430,4560,528,524,552,5650,5525,5455,1010,1035,1100,1117,1200,1175,1275
1262,1287.5,1388,1438,1572.5,1593,1635,1665,4145,4195,4405,4535,528,529,555,5600,5490,5415,1008,1032,1095,1113,1185,1165,1265
1259,1287.5,1388,1438,1579,1596,1640,1675,4125,4185,4390,4525,541,532.5,557,5640,5530,5465,1021,1045.5,1105,1123,1205,1171,1270
1263.5,1290,1388,1438,1575,1595,1640,1675,4065,4140,4350,4480,523,518.5,543,5640,5510,5440,1011.5,1037,1100,1118,1240,1175,1275
1289.5,1315,1408,1458,1629,1647,1685,1715,4120,4170,4375,4510,542.5,530,555,5720,5525,5460,1043.5,1068.5,1130,1147,1255,1177,1270
1284.5,1309,1403,1453,1636,1656,1690,1720,4265,4330,4540,4680,544.5,539,565,5685,5525,5460,1044,1070,1130,1145,1250,1185,1280
1315,1336,1428,1473,1689,1706,1735,1765,4360,4420,4620,4765,550,547,573,5560,5455,5390,1056,1080,1140,1157,1270,1200,1295
1313.5,1336.5,1425,1473,1665,1684,1715,1740,4300,4355,4540,4660,542,539,565,5680,5520,5455,1044.5,1067.5,1128,1143,1250,1195,1290
1331,1354.5,1440,1488,1694,1713,1735,1760,4340,4410,4585,4705,536,537,562,5690,5520,5430,1048.5,1073.5,1133,1150,1305,1215,1305
1349.5,1376,1458,1505,1694.5,1713,1735,1750,4510,4580,4755,4875,534,535,560,5740,5540,5445,1045,1069,1130,1147,1330,1230,1310
1333.5,1357,1442,1488,1672,1692,1715,1735,4535,4590,4770,4890,529,532,557,5590,5455,5370,1038,1061.5,1123,1143,1330,1220,1300
1360,1382,1463,1508,1686,1708.5,1730,1750,4560,4625,4815,4945,543,542,565,5640,5525,5440,1081,1103,1160,1177,1344,1250,1325
1374,1391.5,1470,1513,1742,1762,1775,1785,4670,4720,4915,5060,572,564,585,5680,5570,5485,1097,1117,1168,1185,1325,1260,1335
1385,1395,1463,1503,1739.5,1753,1760,1770,4670,4735,4925,5070,565.5,564,583,5705,5555,5470,1101,1121,1165,1183,1300,1257,1330
1354.5,1368.5,1438,1477,1727,1746,1755,1765,4475,4530,4710,4840,554,558.5,577,5635,5500,5420,1072,1097.5,1147,1163,1252,1225,1300
1343.5,1361,1435,1478,1687,1708,1725,1735,4360,4425,4605,4735,550,555,572,5615,5505,5430,1067,1087.5,1138,1155,1226,1212,1295
1344.5,1360,1437,1480,1700,1718,1735,1750,4375,4440,4620,4750,547,553,572,5690,5545,5470,1072.5,1094.5,1143,1162,1211,1206.5,1290
1336.5,1350.5,1428,1470,1697,1716,1730,1740,4330,4375,4545,4675,550,555.5,573,5660,5540,5470,1067.5,1089,1135,1155,1210,1203,1285
1310.5,1329,1415,1457,1668,1688,1710,1725,4170,4230,4435,4570,544,550,570,5665,5530,5460,1057.5,1079,1132,1150,1176,1187,1275
1292,1312,1400,1453,1631,1654,1685,1695,4115,4180,4380,4515,547,553.5,573,5700,5565,5490,1045.5,1068,1122,1140,1155,1170,1265
1304,1323.5,1408,1455,1622,1641,1670,1685,4110,4160,4370,4505,551.5,557,577,5680,5550,5450,1051.5,1075,1125,1143,1145,1170,1265
1298.5,1319,1403,1452,1608,1628,1660,1675,4110,4165,4375,4505,529.5,535.5,550,5675,5540,5430,1050,1068,1118,1135,1152,1175,1270
1311.5,1331,1415,1463,1623,1642,1670,1685,4115,4160,4370,4505,540,545,557,5780,5630,5515,1037.5,1057,1103,1122,1160,1180,1270
1309,1332,1413,1458,1617,1638,1665,1680,4105,4160,4370,4505,548,554,568,5800,5675,5540,1043.5,1063,1110,1128,1160,1176,1270
1291.5,1316,1403,1450,1600,1619.5,1650,1670,4020,4080,4295,4420,538,546,557,5730,5630,5500,1021,1040.5,1088,1107,1144,1170,1270
1308.5,1328,1415,1460,1612,1634,1665,1685,4060,4120,4330,4455,537.5,548,560,5795,5685,5560,1022.5,1042,1093,1113,1145,1170,1265
1304.5,1324,1408,1453,1603.5,1623,1650,1670,4110,4170,4375,4505,536,546.5,558,5740,5640,5515,1025,1044,1095,1113,1155,1175,1260
1309,1327,1412,1458,1609,1628,1655,1670,4105,4165,4375,4500,546,553,552,5800,5680,5555,1031,1051,1098,1118,1145,1170,1260
1303,1323.5,1403,1450,1603.5,1624,1650,1665,4040,4110,4320,4445,549,553,555,5770,5670,5540,1018.5,1038.5,1090,1110,1143,1167,1260
1311,1335,1415,1458,1605,1625,1655,1670,3960,4030,4250,4375,538,545,548,5815,5680,5555,1018,1040,1093,1113,1148,1180,1270
1299,1321,1400,1445,1601,1621,1650,1670,3960,4020,4245,4385,531,540,545,5600,5500,5380,1026.5,1047.5,1100,1120,1134,1166,1255
1321.5,1343,1418,1460,1618,1639,1665,1680,4190,4230,4450,4590,535,545,552,5695,5520,5395,1035,1057,1107,1127,1146,1180,1270
1323,1342.5,1415,1460,1630,1647.5,1670,1685,4090,4150,4370,4510,523,534.5,543,5670,5520,5400,1026.5,1047,1100,1120,1141,1180,1270
1325.5,1345.5,1420,1467,1617,1631,1650,1670,4095,4160,4380,4540,528.5,539,550,5580,5480,5380,1018,1038,1088,1108,1143,1171,1265
1328,1346.5,1417,1462,1635,1642,1660,1675,4100,4165,4385,4535,528,537.5,550,5590,5455,5370,1023.5,1044,1095,1115,1142,1172,1260
1319.5,1340,1410,1453,1622.5,1633,1660,1675,4005,4085,4305,4455,525,536,552,5570,5435,5360,1018.5,1040,1090,1110,1148,1166,1255
1319.5,1340,1408,1453,1636,1640,1665,1685,4125,4180,4395,4550,527,537.5,555,5610,5480,5410,1016.5,1037,1087,1107,1150,1166,1255
1336,1353,1417,1458,1657,1636,1660,1680,4095,4160,4375,4530,532,542.5,560,5565,5465,5395,1010,1032.5,1082,1102,1146,1172,1260
1355,1374,1437,1483,1632,1610.5,1645,1665,4125,4190,4405,4550,530,540.5,563,5520,5390,5320,1011,1030.5,1083,1103,1160,1185,1280
1391,1409.5,1465,1513,1647.5,1650,1685,1710,4120,4185,4400,4550,526,537,563,5495,5330,5265,1022,1044,1098,1117,1191,1215,1310
1396,1414,1468,1513,1626,1641,1675,1700,4090,4160,4375,4525,528.5,538,563,5490,5345,5290,1033,1054,1108,1128,1185,1211.5,1305
1390.5,1410,1460,1500,1664.5,1678,1710,1735,4375,4430,4640,4785,531.5,542,563,5485,5350,5290,1031,1052,1105,1123,1187,1211,1305
1395.5,1416.5,1460,1500,1658,1677,1705,1730,4275,4325,4530,4680,529.5,539.5,560,5500,5365,5320,1026.5,1049.5,1100,1120,1190,1211,1305
1393,1416,1458,1495,1684.5,1704,1730,1755,4345,4400,4605,4750,531.5,541,560,5475,5365,5320,1023.5,1047,1098,1117,1195,1215,1305
1371.5,1395.5,1447,1485,1677,1699,1730,1755,4240,4310,4515,4660,528.5,539.5,560,5470,5345,5300,1014,1037.5,1090,1112,1175,1200,1290
1346.5,1369.5,1425,1465,1684,1703,1730,1750,4165,4245,4440,4590,527,538.5,558,5520,5385,5345,1020.5,1044,1098,1118,1158,1182,1270
1345,1371.5,1430,1472,1667,1690,1725,1750,4100,4150,4350,4495,516,526.5,552,5570,5425,5380,1013,1035,1092,1113,1157,1183,1275
1341.5,1372,1433,1475,1660,1684,1720,1745,4025,4095,4310,4470,513,526,548,5555,5420,5395,1015,1037.5,1095,1118,1152,1185,1275
1338.5,1369,1428,1468,1649,1672,1710,1730,4090,4155,4375,4540,516.5,530.5,555,5570,5410,5355,1014,1038.5,1097,1118,1147,1176,1265
1348.5,1379,1440,1480,1673,1699,1730,1755,4055,4130,4355,4560,516.5,530.5,555,5500,5410,5375,1016,1040.5,1100,1123,1154,1187,1275
1322,1351,1428,1468,1644,1667,1705,1730,3985,4060,4295,4510,512.5,526,550,5480,5365,5325,996,1020.5,1083,1105,1130,1160,1250
1312,1342.5,1420,1463,1622,1647,1690,1720,4005,4080,4315,4540,508,522,550,5480,5380,5350,971,994,1060,1088,1142,1169,1260
1310,1343,1418,1463,1619,1643,1685,1720,3975,4060,4290,4505,515,529,558,5515,5400,5370,977.5,1001,1068,1097,1136,1170,1260
